ID,MARKETING_CODE,STATUS_PANTINUM,STATUS_GOLD,STATUS_SILVER,NUM_DEAL,LAST_DEAL,ADVANCE_PURCHASE,FARE_L_Y1,FARE_L_Y2,FARE_L_Y3,FARE_L_Y4,FARE_L_Y5,KM_L_Y1,KM_L_Y2,KM_L_Y3,KM_L_Y4,KM_L_Y5,CHANGE_CAR,DELAYED_CAR,CALL_CENTER_FLAG,VIP_SERVICE,BUYER_FLAG
5842,5,0,0,0,3,60,20,163,170,175,162,171,163.3,162.2,139.5,162,180.6,0,0,0,0,0
5843,3,0,0,0,4,36,18,138,138,131,138,138,117.7,176,187,153.1,161.9,0,0,0,0,0
5844,4,0,0,0,6,32,20,172,165,175,170,167,151.3,131.9,149.7,161.7,162.5,0,1,0,0,0
5845,5,0,0,0,6,24,21,173,141,132,128,115,132.3,104,95.7,97.8,97.9,0,0,0,0,0
5846,3,0,0,1,3,72,24,217,212,204,204,205,222.8,235.5,242.6,205.9,139.9,0,0,0,0,0
5847,5,0,0,0,1,148,23,154,144,148,140,130,153.3,150.3,94.2,80.6,87.4,0,0,0,0,0
5848,1,0,0,0,6,24,20,137,131,132,130,119,86.6,54.6,48.1,69.6,77.5,0,0,0,0,0
5849,1,0,0,0,7,24,13,142,137,135,135,131,59.3,100.6,119.9,99.9,123.5,0,0,0,0,0
5850,3,0,0,0,5,36,21,160,179,181,177,175,230.7,198.5,205.3,164.3,137.4,0,0,0,0,0
5851,3,0,0,0,4,36,20,154,156,154,147,144,23.3,90.4,138.1,152.4,135.8,0,0,0,0,0
5852,5,0,0,0,0,0,19,119,122,126,124,119,127.7,153.7,71.1,82.3,104.7,0,0,0,0,0
5853,4,0,0,0,2,76,11,144,147,134,147,149,116.8,137.9,117.8,113.3,146.4,0,0,0,0,0
5854,1,0,0,0,6,32,15,182,180,174,183,176,210.4,187.3,169.4,161.5,194,0,1,0,0,0
5855,2,0,0,0,4,44,25,191,191,183,170,173,169.3,189.2,182.1,158.9,178.3,0,0,0,0,0
5856,5,0,0,0,7,20,20,126,128,123,119,113,129.2,120.5,139.7,129.7,100.8,0,0,0,0,1
5857,4,0,0,1,6,52,25,309,283,303,297,302,281.8,278.2,287.1,320.8,322.9,1,1,0,1,0
5858,2,0,0,1,3,68,21,203,197,196,214,234,198.6,188.5,220.7,206.6,220.4,0,0,0,0,0
5859,2,0,0,0,0,0,15,184,184,185,179,174,179.6,177.2,205.7,168.8,111.7,0,0,0,0,0
5860,5,0,0,0,0,0,18,184,178,163,155,167,129.5,110.2,136.9,154.1,167.3,0,0,0,0,0
5861,2,0,0,0,5,28,16,126,122,130,124,127,207.2,201.5,178.8,146.3,130,0,0,0,0,0
5862,3,0,0,0,3,44,19,142,130,140,141,145,60.6,104.1,103,84.7,130.4,0,0,0,0,0
5863,3,0,0,1,4,48,24,208,192,205,181,186,202.7,194.8,191.5,265.2,271,0,0,0,0,0
5864,3,0,0,1,4,52,18,184,187,194,195,195,208.4,240.8,249.6,240.1,232.5,0,0,0,0,0
5865,2,0,0,1,2,128,16,232,247,249,235,223,275.1,246.4,233.9,202.2,248,0,0,0,1,1
5866,1,0,0,1,4,56,23,214,193,221,219,224,244.8,244.5,239.3,239.9,200.2,0,0,0,0,1
5867,4,0,0,0,4,36,19,160,168,143,140,148,172.3,184.8,142.4,151,142.3,0,0,0,0,0
5868,1,0,0,0,1,136,18,136,138,135,133,132,139.1,139.9,143.8,99,110.4,0,0,0,0,0
5869,2,0,0,1,2,132,24,260,285,291,295,279,227.1,233.5,267.1,285.9,282.3,1,0,0,1,0
5870,1,0,0,0,3,56,24,172,174,146,163,164,135.8,153.9,149.3,147.4,180.3,0,0,0,0,0
5871,4,0,0,0,1,128,13,138,133,125,134,143,97.3,92.4,111.6,127.4,169.7,0,0,0,0,0
5872,5,0,0,0,5,28,26,138,139,139,143,145,177.9,132.9,122.5,119.8,170.3,0,0,0,0,0
5873,5,0,0,0,4,44,15,196,215,165,148,201,119.5,120.1,145.8,175.5,157,0,0,0,0,0
5874,1,0,0,0,3,44,15,121,115,128,127,132,112,143.6,158.5,148.7,124.7,0,0,0,0,0
5875,1,0,0,0,3,36,23,146,121,107,111,107,122.8,108.2,107.5,106,92,0,1,0,0,0
5876,5,0,0,0,5,36,24,174,173,174,157,160,152.6,148.4,123.9,152.8,170,0,0,0,0,0
5877,4,0,0,0,1,196,19,185,167,193,164,168,185.8,161.1,132.5,123.3,126.6,0,0,0,0,0
5878,2,0,0,0,2,64,15,121,124,134,128,126,167.9,139.8,100.8,125.8,134.6,0,0,0,0,0
5879,5,0,0,1,2,152,23,297,304,308,304,307,280.4,290,294.9,299.5,309.3,0,0,0,1,0
5880,1,0,0,0,3,64,21,182,183,180,174,171,133.4,129.7,158.1,203.3,183,0,0,0,0,0
5881,3,0,0,1,3,76,25,222,209,217,202,211,233.5,211.9,233,214.1,196.9,0,0,0,0,0
5882,2,0,0,1,3,80,28,238,240,242,238,246,256.1,270.8,256,226.8,228.8,0,0,0,1,0
5883,1,0,0,0,5,36,22,179,175,173,172,169,165.5,194.5,171.1,188.4,187.2,0,0,0,0,0
5884,1,0,0,1,4,48,21,178,177,178,183,185,152.7,214.8,239.9,218.8,192.5,0,0,0,1,0
5885,3,0,0,1,4,60,17,252,239,245,253,254,310.9,289.1,235.3,218,246.7,1,0,0,0,0
5886,3,0,0,0,6,24,20,148,157,152,144,164,101.1,132.3,156.3,140.4,148.4,0,0,0,0,0
5887,4,0,0,1,7,44,22,285,290,289,281,291,228.9,241.3,263.8,253.5,246.7,0,0,0,0,0
5888,5,0,0,1,2,104,18,203,219,228,231,244,197.6,202,229.1,261.9,285.3,0,0,0,0,0
5889,1,0,0,0,3,72,10,177,214,203,170,139,149.8,178.8,159.6,188.8,163.1,0,0,0,0,0
5890,1,0,0,1,1,176,26,173,175,176,190,181,228.1,200.4,186.6,200.8,209.1,0,0,0,0,0
5891,4,0,0,1,5,56,25,244,252,261,264,262,255.3,250.3,260.7,279,242.9,0,0,0,1,0
5892,2,0,0,1,5,40,18,187,183,182,186,180,229.4,185.3,235.8,202.8,197,0,0,0,1,0
5893,2,0,0,0,2,68,21,126,142,130,148,142,134.5,138.5,129.2,144.8,145.3,0,0,0,0,0
5894,2,0,0,0,5,36,13,149,166,176,169,158,148.2,141.2,125.9,160.6,149,0,0,0,0,0
5895,1,0,0,0,4,48,21,179,167,164,167,165,215.7,194.7,158.9,155.9,181.7,0,0,0,0,0
5896,1,0,0,0,5,36,17,170,172,167,182,183,170.4,140.1,150.9,186.5,168.1,0,0,0,0,0
5897,1,0,0,1,3,84,28,239,238,232,239,246,269.5,214.7,251.5,260.6,224.2,1,0,0,1,0
5898,4,0,0,0,1,148,17,143,154,148,157,147,122.8,143.9,153.7,148.8,150.5,0,0,0,0,0
5899,5,0,0,0,3,56,17,161,169,164,169,157,132,188.7,178.3,110,129.2,0,0,0,0,0
5900,5,0,0,0,6,28,20,151,149,157,168,148,151.9,80.3,100.6,89,144.7,0,0,0,0,0
5901,1,1,0,0,1,424,32,466,380,423,409,444,457.1,464.1,434.6,449.5,452.3,0,0,0,1,0
5902,1,0,0,0,2,92,18,184,180,189,183,180,201.8,219.5,223.7,166.7,156,0,0,0,0,0
5903,1,0,1,0,4,88,26,475,426,412,417,345,417,401.8,407,364.2,377.4,0,0,0,1,0
5904,4,0,0,1,4,60,22,208,213,227,231,219,306,288.6,248.9,250.7,253.6,0,0,0,0,0
5905,1,0,0,0,5,36,21,157,166,160,166,175,194.2,185,198.8,191.2,174,0,0,0,0,0
5906,2,0,0,0,1,176,19,176,176,172,160,166,141.7,165.6,178.3,139.6,151.6,0,0,0,0,0
5907,2,0,0,0,7,20,19,155,147,139,138,129,140.7,153.2,146.7,135.7,119.7,0,0,0,0,0
5908,2,0,0,0,6,24,19,126,185,136,161,122,101.3,137.3,103.3,93.2,138.8,0,0,0,0,1
5909,4,0,1,0,5,76,23,378,373,365,356,354,364.5,372.3,349.9,321.4,322.2,0,0,0,0,0
5910,2,0,0,0,4,32,14,133,129,127,127,127,146.4,137.3,132.5,129,106.9,0,0,0,0,0
5911,1,0,0,0,5,36,32,180,178,171,170,161,130.9,155.2,107.7,153.1,141.1,0,0,0,0,0
5912,1,0,0,0,6,24,20,165,124,138,142,153,151.2,191.2,193.9,171.6,160.4,0,0,0,0,0
5913,5,0,0,0,6,28,22,114,120,137,160,166,178.5,178.8,180.6,177.3,216.8,0,0,0,0,0
5914,1,0,0,1,4,56,25,207,203,214,218,227,183,224.7,263.8,250.1,230.8,0,0,0,0,0
5915,3,0,0,1,7,32,22,187,189,210,235,231,241.6,268,253.4,276.6,259.1,1,0,0,0,1
5916,4,0,0,0,6,24,12,133,125,117,113,115,48.3,90.4,85.1,71.4,48.8,0,0,0,0,0
5917,4,0,0,0,4,40,18,140,132,137,147,148,182.7,184.3,172.2,140.6,166.9,0,0,0,0,0
5918,3,0,1,0,4,84,28,324,314,322,328,329,326.9,380.2,373.3,347.9,375.1,0,1,0,0,0
5919,2,0,0,0,3,64,12,168,180,183,189,187,212,184.1,173.1,148.4,178.1,0,0,0,0,1
5920,4,0,0,1,4,64,26,252,246,250,250,258,257,245.7,247.5,244.8,231.9,0,0,0,0,0
5921,5,0,0,0,1,148,21,127,147,142,145,144,147.8,150.6,169.8,141,167.5,0,0,0,0,0
5922,2,0,0,0,5,44,27,194,212,204,212,167,221.2,205.5,186.7,182,154.9,0,0,0,0,0
5923,4,0,0,0,1,176,30,172,178,167,174,160,131.7,113.8,118,137.5,132.8,0,0,0,0,0
5924,1,0,0,1,4,56,19,207,222,208,214,213,268.5,239,269.7,247,191.1,0,0,0,0,1
5925,3,0,0,0,4,40,23,157,177,158,180,171,197.6,190.6,181,212.6,198.7,0,0,0,0,0
5926,5,0,0,1,4,44,20,179,174,165,171,180,231.3,238.4,214.8,177.9,193.8,0,0,0,0,0
5927,1,0,0,1,3,68,20,159,194,198,201,193,184.5,235.7,226.8,228.1,249.3,0,1,0,1,0
5928,1,1,0,0,2,248,22,375,492,463,382,400,436.6,419.3,452.4,411.1,434.4,0,0,0,1,0
5929,1,0,0,0,3,52,18,122,139,142,145,155,134.1,125.8,177.8,163.1,130.1,0,0,0,0,0
5930,1,0,0,0,3,72,18,207,215,215,216,206,215.8,209.2,177.5,189.4,194.4,0,0,0,0,0
5931,5,0,0,0,1,184,22,179,182,180,182,179,202.6,169.9,200.6,215.1,211.3,0,0,0,0,0
5932,1,0,0,1,2,144,22,300,291,286,285,283,293.3,291.6,291.7,315,290.1,0,0,0,1,0
5933,4,0,0,0,5,44,22,229,209,189,190,186,210.1,164.7,188.3,164.9,139.6,0,0,0,0,0
5934,2,0,0,1,3,60,19,176,175,183,198,185,235.5,219,235.1,199.5,174.7,0,0,0,0,0
5935,5,0,0,1,3,96,25,279,282,278,281,280,241,244.8,277.3,244.7,274.8,0,0,0,1,0
5936,1,0,0,0,3,56,20,180,180,171,167,165,222.2,184.7,185.3,126.5,118.3,0,1,0,0,1
5937,3,0,0,1,2,136,19,270,256,243,239,259,216.2,214.3,247.7,288.5,273.5,1,0,0,1,1
5938,1,0,0,0,6,36,12,210,204,199,203,210,204.9,193.5,170.6,200.4,200.1,0,0,0,0,0
5939,4,0,0,0,3,48,18,136,147,146,119,122,59.5,95.2,113.7,118.4,129.4,0,0,0,0,0
5940,3,0,0,0,7,20,18,131,121,133,143,142,160.6,102.2,112.5,121.4,121.9,0,0,0,0,0
5941,2,0,0,1,2,144,23,302,275,286,281,302,278.8,241.3,201.2,229.7,286.5,1,0,0,0,0
5942,4,0,0,0,3,60,21,179,173,157,182,180,117.4,121.9,132,115.4,126.4,0,0,0,0,0
5943,1,0,0,1,0,0,22,218,215,221,221,216,238.8,233.5,235.4,209.9,208.2,0,0,0,0,0
5944,2,0,0,0,4,40,20,175,168,164,147,150,115.5,136,117.8,157.8,172.3,0,0,0,0,0
5945,4,0,0,0,3,64,23,176,192,226,196,176,178.8,175.6,196.3,178.6,183.7,0,0,0,0,0
5946,4,0,0,0,3,56,27,163,166,167,177,168,157.3,131.1,196.7,109,114.4,0,0,0,0,0
5947,4,0,0,1,4,56,23,210,202,208,216,231,220.3,230.7,272.4,287.7,220.6,1,0,0,0,0
5948,5,0,0,1,5,44,27,220,221,217,220,217,220.3,239.7,237,241.4,231.8,1,1,0,1,0
5949,2,0,0,0,7,0,11,131,73,57,148,162,119.5,140.7,106.9,136.1,143.7,0,0,0,0,0
5950,4,0,0,1,1,212,23,211,229,225,229,239,221.7,192.5,215.9,277.5,271.1,0,0,0,0,0
5951,2,0,0,0,1,96,16,123,96,107,118,102,116.4,114.6,104.1,113.9,74,0,0,0,0,0
5952,4,0,0,0,4,36,17,132,127,135,137,138,145.8,177.5,179.6,167.5,160.9,0,0,0,0,0
5953,4,0,0,0,8,20,17,135,144,140,150,144,136.2,140.2,177.1,140,183.7,0,0,0,0,0
5954,5,0,0,0,3,44,27,126,132,135,126,125,140.9,97.8,94,56.5,100.4,0,0,0,0,0
5955,1,0,0,1,4,76,27,295,282,286,284,287,286.3,243.9,250.8,279,308.9,0,0,0,0,0
5956,5,0,0,0,5,28,19,149,138,135,127,125,170.2,124.1,140.2,88.4,121.7,0,1,0,0,0
5957,3,0,0,0,1,176,12,158,168,173,174,169,122,135.3,158.2,150,154.1,0,0,0,0,0
5958,5,0,1,0,4,88,20,346,342,341,340,330,363.2,352.7,392.6,366.2,365.1,0,0,0,0,1
5959,3,0,0,0,0,0,15,122,126,131,141,146,108.9,153.2,177,156.3,155.9,0,0,0,0,0
5960,5,0,0,0,2,72,17,139,135,126,133,124,162.4,120.4,130.2,131.2,99.9,0,0,0,0,0
5961,2,0,0,1,7,40,18,257,257,265,258,269,226.3,250.4,258.8,273.3,267.8,0,1,0,0,0
5962,2,0,0,0,3,68,28,216,217,209,200,201,243,189.8,173.9,182.4,207.4,0,0,0,0,0
5963,3,0,0,0,6,32,22,174,175,171,170,168,196.8,172.9,128.7,132.6,126.8,0,0,0,0,0
5964,1,0,0,0,2,64,17,142,136,140,129,127,109.6,112.6,104.9,98.7,129.7,0,0,0,0,0
5965,2,0,0,1,5,48,23,235,231,228,239,236,246.6,179.2,210,228.9,279,1,0,0,1,0
5966,4,0,0,0,0,0,16,168,170,171,166,170,66.4,117.6,117.5,123.1,147.6,0,0,0,0,0
5967,4,0,0,0,6,24,23,143,132,142,142,141,144,113.7,150.1,146.5,162.3,0,0,0,0,0
5968,4,0,0,0,3,60,15,215,200,190,177,175,155.1,120.4,143.4,166.8,150.7,0,0,0,0,0
5969,3,0,0,1,6,40,17,219,213,216,236,225,260.2,186.4,264.4,270.3,236.7,1,0,0,1,1
5970,1,0,0,0,2,72,27,137,133,126,133,120,87.5,94.5,106.4,113,88.7,0,0,0,0,0
5971,1,0,0,1,3,72,19,212,210,213,219,222,191.4,188.3,208.6,244.9,222.3,0,0,0,1,0
5972,2,1,0,0,2,192,30,455,383,376,391,460,419,412.2,473.3,488.2,500.3,0,0,0,1,1
5973,3,0,0,0,3,60,24,177,173,166,168,182,111.1,140.6,145.6,164.6,199.3,0,0,0,0,0
5974,1,0,0,0,4,48,18,169,180,169,176,177,86.2,136.3,151,136.8,179,0,0,0,0,0
5975,4,0,0,0,5,28,19,134,134,135,141,125,63,78.7,93.2,72.5,52,0,0,0,0,0
5976,3,0,0,0,5,28,25,136,135,138,131,144,148,165.8,167.4,169.6,168.9,0,0,0,0,0
5977,4,0,1,0,5,60,17,271,298,280,280,291,331.4,291.7,290.2,300.4,335.2,1,0,0,1,0
5978,2,0,0,0,1,72,26,134,115,70,106,88,139.2,102.6,61.3,67.6,132.5,0,0,0,0,0
5979,2,0,0,1,9,36,37,301,296,283,279,280,290.4,288.1,293.3,299,287.6,0,0,0,0,0
5980,2,0,0,0,4,40,23,148,143,138,145,147,167.4,158.2,183.5,173.5,175.2,0,0,0,0,0
5981,1,0,0,0,5,40,16,174,179,182,190,150,158,103.7,140.4,170.1,146.8,0,0,0,0,0
5982,1,0,0,0,1,136,15,132,134,136,137,158,148,157.8,212.8,236.2,222.6,0,0,0,0,0
5983,5,0,0,0,1,172,19,171,155,169,178,172,189.3,147.9,164.9,198.9,184.5,0,0,0,0,0
5984,2,0,0,0,4,36,25,123,139,143,141,134,96.5,79.9,105,84.2,137.5,0,0,0,0,0
5985,3,0,1,0,3,96,21,282,276,286,295,291,302.8,305.1,307.7,297.7,286.8,1,0,0,0,0
5986,4,0,0,0,6,24,20,121,120,120,126,120,87.9,65.3,120.8,98.9,63.3,0,0,0,0,0
5987,1,0,0,0,5,32,20,133,146,146,147,137,119,160.9,108.8,151.6,171.6,0,1,0,0,0
5988,5,0,0,1,2,112,18,203,212,219,234,224,192.8,173.3,202.6,229.7,264.3,0,0,0,1,1
5989,5,0,0,0,2,68,22,122,129,111,125,132,186.1,149.9,140.5,131.1,128.3,0,0,0,0,0
5990,1,0,0,0,3,56,22,164,152,158,139,146,91.3,111.7,189.3,182.6,171.7,0,0,0,0,0
5991,5,0,1,0,8,48,31,369,362,307,371,310,315.2,324.6,305,286.8,302.9,0,0,0,0,0
5992,5,1,0,0,3,96,28,299,347,285,320,308,405.9,403.2,426.3,398.7,377.1,0,0,0,1,0
5993,2,0,0,0,6,28,26,146,138,142,156,139,145.2,128.2,117.1,95.5,135.7,0,0,0,0,0
5994,5,0,0,0,5,36,13,177,161,159,169,168,218,179.9,161,162.7,128.8,0,0,0,0,0
5995,4,0,0,1,4,76,18,285,281,289,287,290,277.1,250.1,277.4,243,247.5,1,0,0,1,0
5996,3,0,0,0,3,40,11,137,132,120,117,119,161.6,132.5,135.2,88.3,62.5,0,1,0,0,0
5997,5,0,0,1,4,44,17,193,204,179,174,188,245.8,205.6,198.7,209,211.4,0,1,0,0,0
5998,5,0,0,0,8,20,26,145,144,150,161,180,195.3,157.9,138,145.6,193.4,0,0,0,0,0
5999,1,0,0,1,3,108,27,321,301,301,266,222,270.1,293.2,303.4,257.1,217.6,0,0,0,1,0
6000,1,0,0,1,4,72,24,281,289,287,285,286,297.2,278.4,292.2,253.4,257.8,0,0,0,1,0
6001,3,0,0,0,0,0,13,130,137,129,120,127,138.9,143.8,108.2,79.8,77.4,0,0,0,0,0
6002,3,0,0,1,2,104,24,205,239,242,234,231,195.6,197.4,191.1,227.9,231.7,0,0,0,1,0
6003,3,0,0,0,3,44,15,107,123,120,116,122,127.2,138,174.3,164.7,121.5,0,0,0,0,0
6004,2,0,0,1,6,44,26,257,251,252,252,247,257.7,261.6,269.2,237.9,253,0,0,0,0,0
6005,3,0,0,0,6,28,23,130,128,136,144,153,149.6,160.8,179.9,219.4,189.9,0,0,1,0,0
6006,4,0,0,1,1,196,31,187,176,184,195,195,183.3,204.2,183.8,229.1,210.2,0,0,0,1,0
6007,2,0,0,0,3,48,23,140,134,137,135,144,139.6,108.1,104.2,130,117.4,0,0,0,0,0
6008,3,0,0,0,1,124,23,120,119,123,122,112,86.1,81.8,102.1,47.6,28.2,0,0,0,0,0
6009,3,0,0,0,2,92,27,176,185,177,173,185,213.7,224,170.7,151.7,186.2,0,0,0,0,0
6010,4,0,0,0,1,136,22,152,145,136,135,130,178.6,214.9,234.6,203.4,154.4,0,0,0,0,0
6011,5,0,0,0,4,40,15,134,135,150,145,146,146.8,115.2,115.1,148,166.6,0,0,0,0,0
6012,1,0,0,0,3,44,22,143,133,126,129,130,101.8,145.3,193.1,182.8,152.8,0,0,0,0,0
6013,2,0,0,0,3,48,15,123,108,115,144,147,95.7,132,137.8,158.8,155.9,0,1,0,0,0
6014,1,0,0,0,3,52,22,156,156,149,138,137,161.1,167,157,152.6,154.2,0,0,0,0,0
6015,5,0,0,0,6,24,24,137,134,145,153,134,156.6,153.8,177.6,173.3,143.8,0,0,0,0,0
6016,1,0,0,1,1,224,21,221,227,222,213,211,214.3,250.7,236.6,215.5,253.2,1,0,0,0,1
6017,3,0,0,0,1,156,19,165,157,156,155,187,145.2,159.5,171.8,172.6,191.2,0,1,0,0,0
6018,1,0,0,0,5,28,21,127,130,138,139,138,135.1,99,112.3,118.5,128.7,0,0,0,0,0
6019,4,0,0,1,1,292,22,273,273,291,288,271,272,287.9,276.7,294.5,289.9,0,0,0,0,0
6020,3,0,0,1,3,84,21,226,239,232,249,249,223.7,218.8,231.2,249.6,217.7,0,1,0,1,0
6021,1,0,0,0,2,64,23,125,126,147,140,141,137.2,122.6,105.1,81.4,71.5,0,0,0,0,0
6022,1,0,0,0,2,80,21,154,151,155,158,135,67.8,75.1,66.1,107,102.6,0,0,0,0,0
6023,3,0,0,0,2,64,25,142,128,131,127,136,172.5,161.8,134.3,110.4,123.6,0,0,0,0,0
6024,3,0,0,0,2,80,16,131,147,154,137,158,107.9,66.4,102.5,143.1,174,0,0,0,0,0
6025,1,0,0,0,0,0,15,122,135,138,143,143,123.3,128.2,139,117.2,93.6,0,0,0,0,0
6026,1,0,0,0,2,84,22,125,119,129,164,190,173.8,159.5,207.1,171.2,198.2,0,0,0,0,0
6027,5,0,0,0,4,44,22,154,137,173,165,131,198.4,165.9,187.2,141.3,128.4,0,0,0,0,0
6028,1,0,0,0,4,48,17,180,178,185,179,193,176.2,158.3,185.2,212.1,197,0,0,0,0,0
6029,5,0,0,0,6,24,17,136,134,133,128,121,93.7,92.1,103.1,105.2,137.8,0,0,0,0,0
6030,5,0,0,0,7,28,20,180,166,158,152,159,160.9,153.1,160.4,171.7,129.9,0,0,0,0,0
6031,5,0,0,1,2,116,18,231,216,214,198,212,233.5,237.4,251.5,190.1,182.8,0,0,0,0,0
6032,2,0,0,0,6,28,16,177,168,160,158,149,120.1,108.6,104.4,120,73.7,0,0,0,0,0
6033,2,0,0,0,4,40,22,153,172,153,150,125,164.2,164.9,131.2,123.2,144.1,0,0,0,0,0
6034,2,0,0,0,5,32,18,133,143,142,153,144,143.6,133.1,163.3,172.4,148.1,0,0,0,0,1
6035,1,0,1,0,3,104,17,327,318,309,318,319,334.4,351.2,297.3,299.8,342.1,0,0,0,0,0
6036,4,0,0,1,4,56,17,206,213,220,226,229,245.9,247,214.7,243.7,284.6,0,0,0,0,1
6037,5,0,0,0,5,36,18,172,176,180,178,183,193,183.9,163.3,185.1,196.3,0,0,0,0,0
6038,5,0,0,0,5,0,26,115,92,52,67,26,123,138.2,121.4,88.1,94.4,0,0,0,0,1
6039,5,0,0,1,4,44,21,173,174,178,170,166,203.5,258,195.3,163.3,206.7,0,0,0,0,1
6040,2,0,0,0,1,104,24,121,108,101,97,111,96.4,97.2,77.5,99.5,94.4,0,0,0,0,1
6041,1,0,0,1,4,48,19,194,192,184,198,198,225.7,202.6,234.1,205.5,190.9,1,0,0,1,0
6042,3,0,0,1,3,68,22,205,201,205,207,203,220.7,245.7,173.7,169.2,215.7,0,0,0,0,0
6043,5,0,0,0,3,52,24,155,156,154,145,168,167.1,154.1,129.4,163.3,199.6,0,0,0,0,0
6044,4,0,0,0,3,48,24,122,119,117,134,133,80,100.3,153.9,88.3,119.4,0,1,0,0,0
6045,2,0,0,0,7,24,20,155,144,149,140,132,161.1,149.2,117.3,133.9,136.4,0,0,0,0,0
6046,1,0,0,1,3,72,22,215,216,220,217,213,227.6,275.2,258.7,191.7,206.5,0,0,0,1,0
6047,2,0,0,1,5,44,22,223,206,214,200,216,243,221.3,227.5,205.6,256.1,1,0,0,0,0
6048,4,0,0,1,5,44,16,218,204,196,211,212,212.6,193.9,229.7,251.8,252.7,0,0,0,1,1
6049,4,0,0,0,6,28,23,163,159,157,161,166,162.4,152.1,185.8,157.5,200.5,0,0,0,0,0
6050,1,0,0,1,3,80,26,243,241,233,236,243,288.7,287,248.5,230.1,199,0,0,0,0,0
6051,2,0,0,1,3,112,23,323,341,325,339,333,278.5,308.6,334.5,284.1,291,0,0,0,1,0
6052,3,0,0,0,3,44,18,124,128,128,125,122,101.2,115.3,139.1,110.3,83.5,0,0,0,0,0
6053,4,0,0,0,6,28,15,175,171,175,155,171,145.6,109.6,141.7,153.5,157.9,0,0,0,0,0
6054,3,0,0,0,7,24,18,142,141,141,138,140,136.3,132.5,122.4,148.1,124.5,0,0,0,0,0
6055,2,0,0,1,4,64,20,252,246,240,240,248,266.8,245.8,237.5,195,217.4,0,0,0,0,0
6056,5,0,0,0,3,56,24,165,170,170,172,168,169.4,164.3,179.3,170.9,132.2,0,0,0,0,0
6057,1,0,0,0,7,28,15,184,167,170,167,160,171.9,188,207.8,168.5,157.3,0,0,0,0,0
6058,1,0,0,0,4,20,27,70,176,166,176,233,153.1,141,139.8,151.9,186.9,0,0,0,0,0
6059,4,0,0,0,5,32,17,141,151,145,129,133,67.2,93.5,104.4,154.2,162.8,0,0,0,0,0
6060,3,0,0,0,5,28,20,122,116,124,121,118,118.2,55.8,116.8,90.4,83.1,0,0,0,0,0
6061,4,0,0,0,7,24,22,149,147,141,130,115,122.8,104.6,110.8,109.6,77.8,0,0,0,0,0
6062,2,0,0,0,5,28,11,139,138,125,120,119,89.3,80.2,131.5,124.1,100.2,0,0,0,0,0
6063,4,0,0,0,4,48,20,171,169,181,175,172,120.5,125.5,115.4,136.4,116,0,0,0,0,0
6064,4,0,0,0,4,40,15,157,147,147,150,146,195.6,198.3,180.4,146.3,134.1,0,0,0,0,0
6065,1,0,0,0,3,60,22,170,176,170,163,179,135.1,118.1,175.2,145.4,155.8,0,1,0,0,0
6066,5,0,0,0,5,48,26,230,223,220,230,237,139.6,194.6,182.5,201.3,237.2,0,0,0,0,0
6067,3,0,0,1,4,48,23,209,218,203,188,225,297.7,274,282.1,208.3,239.2,0,0,0,1,0
6068,5,0,0,0,2,88,26,160,163,173,169,172,208,190.2,211.9,169.7,194.4,0,1,0,0,0
6069,4,0,0,0,2,92,18,170,179,182,165,183,154.9,164.6,213.3,145.9,162.2,0,0,0,0,0
6070,1,0,0,0,1,124,12,132,124,129,135,132,124.2,186.6,163.3,133.9,134.7,0,0,0,0,0
6071,2,0,0,1,4,84,29,324,322,324,328,320,291,297.7,296.5,293.9,300.7,0,0,0,1,0
6072,3,0,0,0,2,88,15,172,175,176,159,157,143.9,155.9,171,238,201.4,0,0,0,0,0
6073,5,0,0,0,4,48,22,177,178,178,165,140,155.3,153,112.5,130.1,131,0,0,0,0,0
6074,5,0,0,0,2,96,17,177,180,186,180,178,164.1,134.9,181.4,193.8,229.3,0,0,0,0,0
6075,3,0,0,1,3,72,27,205,225,213,224,228,176.5,212.1,248.6,250,226.4,0,0,0,1,1
6076,4,0,0,0,7,20,15,119,106,121,128,140,178,128.4,121.1,164.6,179.2,0,0,0,0,0
6077,1,0,0,1,1,240,26,231,239,237,246,249,262.3,311.4,300.7,296.4,272.3,0,0,0,0,0
6078,2,0,0,0,6,24,8,135,128,135,133,134,162.3,126.6,150.4,161.2,149.5,0,0,0,0,0
6079,4,0,0,0,0,0,17,172,169,185,191,187,145.8,143.1,178.3,206.4,223.9,0,0,0,0,0
6080,2,0,0,0,5,28,19,134,127,123,116,113,177.1,180.2,139,168.8,85.2,0,0,0,0,0
6081,3,0,0,1,4,56,19,213,221,237,241,236,183.7,186.9,198.6,244.2,247.1,1,1,0,1,0
6082,1,0,0,1,3,76,21,215,217,221,212,215,203,220.7,276.2,205.5,181.6,1,0,0,0,0
6083,1,0,0,0,5,36,20,184,184,179,180,174,158.9,168,202.6,202.3,159.8,0,1,0,0,0
6084,4,0,0,0,4,36,20,126,136,137,133,139,111.7,97.5,62.6,100.6,105.7,0,0,0,0,0
6085,2,0,0,0,3,60,21,182,187,180,183,178,173.8,144,187.2,208.9,194.5,0,0,0,0,0
6086,3,0,0,0,5,28,18,127,134,135,129,127,147.9,147,127.5,118.5,144.5,0,0,0,0,1
